,회사명,종목코드,업종,상장일,최근일 거래량
373,현대에이치씨엔,126560,텔레비전 방송업,2010-12-23,577446.0
374,현대위아,011210,자동차 신품 부품 제조업,2011-02-21,180390.0
375,현대코퍼레이션홀딩스,227840,음·식료품 및 담배 도매업,2015-10-23,96106.0
376,화승인더스트리,006060,플라스틱제품 제조업,1991-02-04,1268869.0
377,화천기공,000850,특수 목적용 기계 제조업,1999-11-18,7084.0
378,환인제약,016580,의약품 제조업,1996-07-03,153528.0
379,효성,004800,기타 금융업,1973-06-30,96707.0
380,효성화학,298000,기초 화학물질 제조업,2018-07-13,33875.0
381,흥아해운,003280,해상 운송업,1976-06-29,0.0
382,APS홀딩스,054620,기타 금융업,2001-12-04,530710.0
383,CJ ENM,035760,텔레비전 방송업,1999-11-23,161389.0
384,CMG제약,058820,의약품 제조업,2001-08-31,4793158.0
385,CS,065770,통신 및 방송 장비 제조업,2004-06-04,110683.0
386,CSA 코스믹,083660,기타 화학제품 제조업,2006-07-25,0.0
387,EG,037370,기타 전문 도매업,2000-01-11,57487.0
388,HRS,036640,합성고무 및 플라스틱 물질 제조업,2000-05-30,394006.0
389,MP그룹,065150,음·식료품 및 담배 도매업,2007-07-18,0.0
390,NICE평가정보,030190,기타 정보 서비스업,2000-05-16,249287.0
391,PI첨단소재,178920,플라스틱제품 제조업,2014-12-08,374068.0
392,PN풍년,024940,기타 금속 가공제품 제조업,1995-01-04,98635.0
393,SCI평가정보,036120,기타 정보 서비스업,1999-12-07,453482.0
394,SM C&C,048550,광고업,2001-01-18,490477.0
395,감마누,192410,통신 및 방송 장비 제조업,2014-08-14,0.0
396,강스템바이오텍,217730,기초 의약물질 및 생물학적 제제 제조업,2015-12-21,1731415.0
397,게임빌,063080,소프트웨어 개발 및 공급업,2009-07-30,27178.0
398,광림,014200,자동차용 엔진 및 자동차 제조업,1993-07-07,428343.0
399,국영지앤엠,006050,유리 및 유리제품 제조업,1994-10-07,1311444.0
400,나노엔텍,039860,의료용 기기 제조업,2000-08-16,644559.0
401,나이벡,138610,의료용품 및 기타 의약 관련제품 제조업,2011-07-13,645160.0
402,남화토건,091590,건물 건설업,2012-01-31,378975.0
403,넥스턴,089140,유리 및 유리제품 제조업,2006-11-01,65836.0
404,넵튠,217270,소프트웨어 개발 및 공급업,2015-06-18,176004.0
405,노바렉스,194700,기타 식품 제조업,2018-11-14,111037.0
406,누리텔레콤,040160,소프트웨어 개발 및 공급업,2000-08-29,158269.0
407,뉴파워프라즈마,144960,특수 목적용 기계 제조업,2016-11-30,540682.0
408,대성파인텍,104040,자동차 신품 부품 제조업,2009-01-23,1045142.0
409,대아티아이,045390,기타 전기장비 제조업,2001-05-17,3952233.0
410,대주전자재료,078600,전자부품 제조업,2004-12-10,1043409.0
411,대창솔루션,096350,"구조용 금속제품, 탱크 및 증기발생기 제조업",2007-12-17,14263756.0
412,덕산네오룩스,213420,전자부품 제조업,2015-02-06,261734.0
413,데브시스터즈,194480,소프트웨어 개발 및 공급업,2014-10-06,17528.0
414,동아엘텍,088130,특수 목적용 기계 제조업,2007-01-03,33606.0
415,디알텍,214680,의료용 기기 제조업,2015-04-20,1609232.0
416,디엠티,134580,통신 및 방송 장비 제조업,2013-11-26,49995.0
417,딜리,131180,컴퓨터 및 주변장치 제조업,2011-01-31,53177.0
418,라이브플렉스,050120,생활용품 도매업,2002-04-25,8352672.0
419,럭슬,033600,자동차 신품 부품 제조업,2000-11-21,0.0
420,레고켐바이오,141080,자연과학 및 공학 연구개발업,2013-05-10,726962.0
421,레드캡투어,038390,여행사 및 기타 여행보조 서비스업,2000-02-01,40804.0
422,레이언스,228850,의료용 기기 제조업,2016-04-11,116818.0
423,로보로보,215100,기타 전기장비 제조업,2015-04-22,1747876.0
424,매직마이크로,127160,전자부품 제조업,2015-11-19,392844.0
425,머큐리,100590,통신 및 방송 장비 제조업,2018-12-14,441725.0
426,메디앙스,014100,기타 화학제품 제조업,1995-01-03,0.0
427,메디포럼제약,047920,자연과학 및 공학 연구개발업,2015-12-21,617052.0
428,메이슨캐피탈,021880,기타 금융업,1996-09-02,2344841.0
429,메타바이오메드,059210,의료용품 및 기타 의약 관련제품 제조업,2008-04-15,341260.0
430,멕아이씨에스,058110,의료용 기기 제조업,2015-12-14,980301.0
431,모두투어,080160,여행사 및 기타 여행보조 서비스업,2005-07-26,368595.0
432,무림SP,001810,"펄프, 종이 및 판지 제조업",2000-01-04,105256.0
433,미래에셋대우스팩3호,328380,금융 지원 서비스업,2019-08-20,8910.0
434,미래에셋벤처투자,100790,기타 금융업,2019-03-15,579437.0
435,미코,059090,반도체 제조업,2002-01-15,1549763.0
436,버킷스튜디오,066410,"영화, 비디오물, 방송프로그램 제작 및 배급업",2003-12-19,543147.0
437,부스타,008470,"구조용 금속제품, 탱크 및 증기발생기 제조업",2011-02-23,39026.0
438,비덴트,121800,통신 및 방송 장비 제조업,2011-12-01,888606.0
439,비즈니스온,138580,소프트웨어 개발 및 공급업,2017-11-30,58527.0
440,비트컴퓨터,032850,소프트웨어 개발 및 공급업,1997-07-04,793129.0
441,사람인에이치알,143240,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2012-02-21,65513.0
442,삼륭물산,014970,"골판지, 종이 상자 및 종이용기 제조업",1992-12-29,272290.0
443,삼양옵틱스,225190,사진장비 및 광학기기 제조업,2017-06-02,75082.0
444,삼영이엔씨,065570,통신 및 방송 장비 제조업,2003-01-21,44338.0
445,삼일,032280,도로 화물 운송업,1997-03-15,37860.0
446,삼일기업공사,002290,건물 건설업,1992-11-30,148896.0
447,삼지전자,037460,통신 및 방송 장비 제조업,1999-12-16,194350.0
448,삼진,032750,통신 및 방송 장비 제조업,1997-07-14,83619.0
449,삼화네트웍스,046390,"영화, 비디오물, 방송프로그램 제작 및 배급업",2001-01-11,395231.0
450,상보,027580,플라스틱제품 제조업,2007-10-01,1324541.0
451,상신이디피,091580,일차전지 및 축전지 제조업,2007-05-23,517302.0
452,서린바이오,038070,기타 전문 도매업,2005-10-25,625465.0
453,서울바이오시스,092190,반도체 제조업,2020-03-06,1102866.0
454,서호전기,065710,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2002-07-16,23018.0
455,성우하이텍,015750,자동차 신품 부품 제조업,1995-11-04,562106.0
456,세경하이테크,148150,전자부품 제조업,2019-07-30,462867.0
457,세명전기,017510,기타 금속 가공제품 제조업,1991-12-26,143210.0
458,셀바스AI,108860,소프트웨어 개발 및 공급업,2009-12-10,342767.0
459,손오공,066910,기타 전문 도매업,2005-01-07,537967.0
460,솔루에타,154040,전자부품 제조업,2013-12-27,104259.0
461,수성,084180,일반 목적용 기계 제조업,2005-12-16,120717.0
462,슈펙스비앤피,058530,생활용품 도매업,2002-02-05,2393918.0
463,슈프리마,236200,통신 및 방송 장비 제조업,2016-02-05,500319.0
464,신라섬유,001000,가전제품 및 정보통신장비 소매업,1994-06-28,294823.0
465,신라에스지,025870,음·식료품 및 담배 도매업,1995-07-07,76174.0
466,신라젠,215600,자연과학 및 공학 연구개발업,2016-12-06,0.0
467,신영스팩5호,323280,금융 지원 서비스업,2019-06-24,12017.0
468,아가방컴퍼니,013990,생활용품 도매업,2002-01-17,405531.0
469,아모텍,052710,전자부품 제조업,2003-08-01,147653.0
470,아미코젠,092040,기타 식품 제조업,2013-09-12,446967.0
471,아이에이,038880,전자부품 제조업,2000-04-27,1975039.0
472,아이에이네트웍스,123010,전자부품 제조업,2016-07-20,1729850.0
473,아이오케이,078860,"영화, 비디오물, 방송프로그램 제작 및 배급업",2006-06-27,200486.0
474,아이톡시,052770,소프트웨어 개발 및 공급업,2002-08-22,0.0
475,액트로,290740,전자부품 제조업,2018-08-28,167884.0
476,앱클론,174900,의료용품 및 기타 의약 관련제품 제조업,2017-09-18,610071.0
477,에스에스알,275630,소프트웨어 개발 및 공급업,2018-08-06,60119.0
478,에스제이그룹,306040,"가죽, 가방 및 유사제품 제조업",2019-11-18,81110.0
479,에스제이케이,080440,기타 전문 도매업,2005-05-13,0.0
480,에스티팜,237690,의약품 제조업,2016-06-23,591910.0
481,에이치엘비,028300,선박 및 보트 건조업,1996-07-27,1066221.0
482,에이프런티어,036180,기계장비 및 관련 물품 도매업,1999-12-21,0.0
483,에프알텍,073540,통신 및 방송 장비 제조업,2007-05-18,203552.0
484,에프에스티,036810,전자부품 제조업,2000-01-18,3003707.0
485,엑스큐어,070300,소프트웨어 개발 및 공급업,2010-06-09,144164.0
486,엔시트론,101400,반도체 제조업,2009-03-31,460075.0
487,엔에이치스팩12호,273060,금융 지원 서비스업,2017-08-07,169412.0
488,엔에이치스팩14호,319400,금융 지원 서비스업,2019-05-08,20531.0
489,엔지켐생명과학,183490,기초 의약물질 및 생물학적 제제 제조업,2018-02-21,627848.0
490,엔케이맥스,182400,기초 의약물질 및 생물학적 제제 제조업,2015-10-23,656538.0
491,연우,115960,플라스틱제품 제조업,2015-11-02,90633.0
492,영신금속,007530,기타 금속 가공제품 제조업,1994-08-05,174340.0
493,예림당,036000,"서적, 잡지 및 기타 인쇄물 출판업",1999-11-30,315237.0
494,오르비텍,046120,기타 과학기술 서비스업,2010-06-15,495339.0
495,오성첨단소재,052420,플라스틱제품 제조업,2001-08-07,2089795.0
496,오션브릿지,241790,특수 목적용 기계 제조업,2016-12-01,464857.0
497,우리손에프앤지,073560,"도축, 육류 가공 및 저장 처리업",2016-07-27,2662437.0
498,우수AMS,066590,자동차 신품 부품 제조업,2003-02-12,1136908.0
499,원일특강,012620,1차 철강 제조업,1994-06-28,86773.0
500,윈하이텍,192390,"구조용 금속제품, 탱크 및 증기발생기 제조업",2014-07-25,126775.0
501,윌링스,313760,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2019-07-25,336665.0
502,유니테스트,086390,특수 목적용 기계 제조업,2006-12-05,607210.0
503,유안타제6호스팩,340360,금융 지원 서비스업,2019-12-19,6006.0
504,육일씨엔에쓰,191410,전자부품 제조업,2015-12-24,124865.0
505,이글루시큐리티,067920,기타 정보 서비스업,2010-08-04,36494.0
506,이글벳,044960,기타 전문 도매업,2000-11-16,527423.0
507,이녹스,088390,그외 기타 운송장비 제조업,2006-10-20,121249.0
508,이랜시스,264850,전자부품 제조업,2017-06-01,94126.0
509,이베스트스팩5호,349720,금융 지원 서비스업,2020-05-20,50724.0
510,이에스에이,052190,창작 및 예술관련 서비스업,2001-06-21,0.0
511,이엠앤아이,083470,플라스틱제품 제조업,2008-09-18,0.0
512,이엠텍,091120,전자부품 제조업,2007-05-02,412427.0
513,이즈미디어,181340,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2017-07-26,55347.0
514,이지케어텍,099750,소프트웨어 개발 및 공급업,2019-03-22,41826.0
515,인선이엔티,060150,폐기물 처리업,2002-06-14,935382.0
516,인포마크,175140,통신 및 방송 장비 제조업,2015-09-23,26457.0
517,인포바인,115310,전기 통신업,2010-02-09,2688.0
518,인포뱅크,039290,기타 정보 서비스업,2006-07-04,100291.0
519,잉크테크,049550,기타 화학제품 제조업,2002-02-28,24909.0
520,전진바이오팜,110020,기타 화학제품 제조업,2018-12-14,32706.0
521,정다운,208140,"도축, 육류 가공 및 저장 처리업",2014-12-17,223063.0
522,제이스텍,090470,특수 목적용 기계 제조업,2007-01-10,233302.0
523,제일바이오,052670,의약품 제조업,2002-01-24,1424160.0
524,젬백스지오,041590,실내건축 및 건축마무리 공사업,2002-11-01,561918.0
525,줌인터넷,239340,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2016-06-09,470277.0
526,지니뮤직,043610,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2000-07-20,556121.0
527,지니언스,263860,소프트웨어 개발 및 공급업,2017-08-02,145061.0
528,지란지교시큐리티,208350,소프트웨어 개발 및 공급업,2014-12-24,48837.0
529,지스마트글로벌,114570,반도체 제조업,2010-02-04,0.0
530,참좋은여행,094850,여행사 및 기타 여행보조 서비스업,2007-04-30,117918.0
531,천보,278280,기초 화학물질 제조업,2019-02-11,209331.0
532,케이비제19호스팩,330990,금융 지원 서비스업,2019-09-30,3837.0
533,케이씨피드,025880,동물용 사료 및 조제식품 제조업,1995-07-07,195616.0
534,케이엔더블유,105330,전자부품 제조업,2009-09-29,27871.0
535,코너스톤네트웍스,033110,종합 소매업,1997-08-18,0.0
536,코데즈컴바인,047770,봉제의복 제조업,2001-09-18,309058.0
537,코메론,049430,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2001-01-16,13040.0
538,코미팜,041960,의약품 제조업,2001-10-30,794590.0
539,코아시아,045970,반도체 제조업,2000-08-03,475133.0
540,코오롱생명과학,102940,기초 의약물질 및 생물학적 제제 제조업,2009-04-07,254498.0
541,코웰패션,033290,"섬유, 의복, 신발 및 가죽제품 소매업",1997-10-13,416072.0
542,코위버,056360,통신 및 방송 장비 제조업,2001-12-04,372284.0
543,콜마비앤에이치,200130,기초 의약물질 및 생물학적 제제 제조업,2014-07-23,434280.0
544,큐브엔터,182360,오디오물 출판 및 원판 녹음업,2013-11-21,887314.0
545,크로바하이텍,043590,반도체 제조업,2001-12-20,0.0
546,클리오,237880,기타 화학제품 제조업,2016-11-09,173772.0
547,키움제5호스팩,311270,금융 지원 서비스업,2018-12-26,11.0
548,테고사이언스,191420,기초 의약물질 및 생물학적 제제 제조업,2014-11-06,197568.0
549,테스나,131970,"그외 기타 전문, 과학 및 기술 서비스업",2013-10-22,176411.0
550,파루,043200,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2000-07-19,1061481.0
551,파수,150900,소프트웨어 개발 및 공급업,2013-10-18,179890.0
552,파워로직스,047310,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2003-07-25,896344.0
553,파인디지털,038950,통신 및 방송 장비 제조업,2000-05-04,46102.0
554,팬엔터테인먼트,068050,"영화, 비디오물, 방송프로그램 제작 및 배급업",2006-07-07,86693.0
555,펌텍코리아,251970,플라스틱제품 제조업,2019-07-04,49440.0
556,풍강,093380,기타 금속 가공제품 제조업,2007-06-01,94232.0
557,플레이디,237820,광고업,2020-03-12,714958.0
558,피에스텍,002230,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",1991-01-04,126307.0
559,하나마이크론,067310,반도체 제조업,2005-10-11,957693.0
560,한국경제TV,039340,텔레비전 방송업,2004-07-30,244304.0
561,한국바이오젠,318000,합성고무 및 플라스틱 물질 제조업,2019-08-01,527443.0
562,한국비엔씨,256840,기초 의약물질 및 생물학적 제제 제조업,2016-12-28,4212062.0
563,한국아트라스비엑스,023890,일차전지 및 축전지 제조업,1994-11-23,5280.0
564,한국알콜,017890,기타 화학제품 제조업,1992-08-04,4071950.0
565,한국정보인증,053300,소프트웨어 개발 및 공급업,2014-02-04,4574504.0
566,한국정보통신,025770,전기 통신업,1998-01-20,183287.0
567,한국팩키지,037230,"골판지, 종이 상자 및 종이용기 제조업",1999-12-21,446402.0
